MONTH,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
August,EL SALVADOR,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,28.0,
August,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.6,28.0,
September,COSTA RICA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.6,35.0,
June,NICARAGUA,West Coast of North and Central America,Earthquake,Probable Tsunami,6.6,20.0,
July,GREENLAND,Northwest Atlantic Ocean,Landslide,Definite Tsunami,,,
November,GUATEMALA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,24.0,
December,CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
December,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,31.0,
October,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,14.0,
February,CHILE,West Coast of South America,Volcano and Landslide,Event that only caused a seiche or disturbance in an inland river,,,
January,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.5,10.0,
,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Volcano,Probable Tsunami,,,
February,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.0,21.0,
October,JAPAN,Japan,Earthquake,Questionable Tsunami,,,1.0
February,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,24.0,
April,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Questionable Tsunami,7.2,110.0,
February,ITALY,Mediterranean Sea,Volcano,Very Doubtful Tsunami,,,
,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Volcano,Questionable Tsunami,,,
,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8.7,,3.0
August,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.5,,
,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,2.0
July,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.5,17.0,
October,COLOMBIA,West Coast of South America,Earthquake,Questionable Tsunami,,,
August,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,6.5,,0.0
January,MEXICO,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,,,
September,JAPAN,Japan,Meteorological,Questionable Tsunami,,,0.0
September,MEXICO,West Coast of North and Central America,Meteorological,Very Doubtful Tsunami,,,
May,JAPAN,Japan,Earthquake,Probable Tsunami,,,1.5
October,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,7.0,,0.0
September,JAPAN,Japan,Earthquake,Questionable Tsunami,,,2.0
November,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.1,10.0,
August,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.5,10.0,
September,PAKISTAN,Indian Ocean (including west coast of Australia),Earthquake and Landslide,Definite Tsunami,,47.0,
February,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Questionable Tsunami,5.5,25.0,
October,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.6,12.0,
September,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,7.0,12.0,
August,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,6.0,12.0,
June,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,6.6,20.0,
October,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,10.0,
July,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
October,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Definite Tsunami,,,
February,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,,,
May,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Definite Tsunami,,,
April,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,,,
November,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
June,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,,,
November,ANTARCTICA,Southwest Atlantic Ocean,Earthquake,Definite Tsunami,7.7,10.0,
March,PERU,West Coast of South America,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
October,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,,,
March,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Event that only caused a seiche or disturbance in an inland river,5.3,,
December,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Definite Tsunami,,,
August,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Questionable Earthquake,Very Doubtful Tsunami,,,
,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,,,
March,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.7,21.0,
April,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,43.0,
August,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,,,
September,SWITZERLAND,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.2,,
October,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,,,1.5
April,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.4,39.0,
April,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.2,24.0,
March,JAPAN,Japan,Volcano,Definite Tsunami,,,-1.0
April,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.7,22.0,
April,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,23.0,
April,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.2,25.0,
June,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.9,109.0,
June,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,20.0,
October,CANADA,West Coast of North and Central America,Landslide,Definite Tsunami,,,
October,ITALY,Mediterranean Sea,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
December,PANAMA,Caribbean Sea,Earthquake,Questionable Tsunami,7.2,,
July,JAPAN,Japan,Earthquake,Definite Tsunami,6.5,20.0,
June,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.5,11.0,
July,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.1,10.0,
October,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.0,16.0,
November,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,7.1,45.0,
February,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,23.0,
March,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,41.0,
April,PANAMA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
February,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.4,10.0,
May,JAPAN,Japan,Earthquake,Probable Tsunami,5.7,10.0,
May,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.5,55.0,
,TRINIDAD AND TOBAGO,Caribbean Sea,Earthquake,Probable Tsunami,,,
July,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.7,12.0,
July,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.0,11.0,
January,COSTA RICA,West Coast of North and Central America,Earthquake,Questionable Tsunami,6.8,,
July,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.9,23.0,
September,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.3,22.0,
October,USA,Alaska (including Aleutian Islands),Landslide,Definite Tsunami,,,
November,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,12.0,
November,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,6.5,11.0,
November,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,33.0,
March,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,24.0,
April,ECUADOR,West Coast of South America,Earthquake,Definite Tsunami,7.8,17.0,
March,WALLIS AND FUTUNA (FRENCH TERRITORY),"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,6.4,10.0,
April,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,5.5,,
April,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.0,24.0,
August,UK TERRITORY,Southwest Atlantic Ocean,Earthquake,Probable Tsunami,7.4,10.0,
August,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,16.0,
October,EL SALVADOR,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,40.0,
October,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.1,20.0,
November,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,15.0,
August,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Volcano,Probable Tsunami,,,
September,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.0,19.0,
August,USA,Alaska (including Aleutian Islands),Landslide,Probable Tsunami,,,
February,JAMAICA,Caribbean Sea,Earthquake,Questionable Tsunami,,,
December,DOMINICAN REPUBLIC,Caribbean Sea,Earthquake,Very Doubtful Tsunami,,,
March,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Volcano,Probable Tsunami,,,
November,NICARAGUA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.9,33.0,
December,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,95.0,
December,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.8,40.0,
May,CHILE,West Coast of South America,Earthquake,Definite Tsunami,,,
August,VENEZUELA,Caribbean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
March,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,,,
January,CROATIA,Mediterranean Sea,Earthquake,Probable Tsunami,6.1,33.0,
December,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.9,20.0,
July,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Definite Tsunami,,,
November,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,9.0,
,MONTSERRAT,Caribbean Sea,Earthquake,Very Doubtful Tsunami,,,
October,USA,Alaska (including Aleutian Islands),Landslide,Event that only caused a seiche or disturbance in an inland river,,,
September,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.8,20.0,
January,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,135.0,
December,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.6,30.0,
January,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,12.0,
March,IRAN,Red Sea and Persian Gulf,Meteorological,Definite Tsunami,,,
April,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.9,26.0,
May,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.2,1.0,
April,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,28.0,
March,COSTA RICA,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,,,
June,GREENLAND,Northwest Atlantic Ocean,Landslide,Definite Tsunami,,0.0,
July,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.7,10.0,
July,TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,6.6,7.0,
September,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.7,60.0,
July,COLOMBIA,Caribbean Sea,Landslide,Definite Tsunami,,,
June,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.3,12.0,
October,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake and Landslide,Questionable Tsunami,,,
December,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Probable Tsunami,4.9,33.0,
May,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,6.0,,
November,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.6,22.0,
December,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.8,60.0,
October,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.7,24.0,
May,NICARAGUA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,7.4,,
September,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,8.2,46.0,
April,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
,USA,West Coast of North and Central America,Landslide,Probable Tsunami,,,
January,HONDURAS,Caribbean Sea,Earthquake,Definite Tsunami,7.5,10.0,
January,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.9,25.0,
November,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.0,10.0,
July,PANAMA,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,6.7,22.0,
October,PANAMA,West Coast of North and Central America,Earthquake and Landslide,Questionable Tsunami,6.7,,
February,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Volcano,Definite Tsunami,,,
May,NORWAY,Northeast Atlantic Ocean,Landslide,Definite Tsunami,,,
January,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.1,36.0,
March,SWITZERLAND,Northeast Atlantic Ocean,Earthquake and Landslide,Questionable Tsunami,5.9,,
May,USA,"Hawaii, Johnston Atoll, Midway I",Volcano and Earthquake,Definite Tsunami,6.9,5.0,
September,VIETNAM,"China, North and South Korea, Philippines, Taiwan",Questionable Earthquake,Very Doubtful Tsunami,,,
July,VIETNAM,"China, North and South Korea, Philippines, Taiwan",Questionable Earthquake,Questionable Tsunami,,,
August,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.9,31.0,
,RUSSIA,Black Sea and Caspian Sea,Landslide,Probable Tsunami,,,
June,UKRAINE,Black Sea and Caspian Sea,Landslide,Definite Tsunami,,,
,RUSSIA,Black Sea and Caspian Sea,Landslide,Probable Tsunami,,,
October,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.8,14.0,
August,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.2,563.0,
August,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,7.3,154.0,
August,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,27.0,
September,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake and Landslide,Definite Tsunami,7.5,10.0,
December,NEW CALEDONIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.5,10.0,
July,GRENADA,Caribbean Sea,Volcano,Questionable Tsunami,,,
October,GRENADA,Caribbean Sea,Volcano,Very Doubtful Tsunami,,,
December,INDONESIA,Indian Ocean (including west coast of Australia),Volcano and Landslide,Definite Tsunami,,,
June,IRAN,Black Sea and Caspian Sea,Earthquake and Landslide,Probable Tsunami,7.3,19.0,
November,CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
August,MEXICO,West Coast of North and Central America,Earthquake and Landslide,Definite Tsunami,7.4,,
June,CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
March,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.7,16.0,
June,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,12.0,
July,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.4,19.0,
May,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,7.6,10.0,
June,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.4,11.0,
June,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.2,34.0,
August,ITALY,Mediterranean Sea,Volcano,Probable Tsunami,,,
May,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,11.0,
November,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,13.0,
November,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.3,14.0,
November,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.6,13.0,
October,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.5,17.0,
December,RUSSIA,Kamchatka and Kuril Islands,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
,VIETNAM,"China, North and South Korea, Philippines, Taiwan",Volcano and Earthquake,Questionable Tsunami,6.1,,
June,SPAIN,Mediterranean Sea,Meteorological,Definite Tsunami,,,
November,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.1,33.0,
September,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.0,46.0,
January,USA TERRITORY,Caribbean Sea,Earthquake,Definite Tsunami,6.4,10.0,
October,USA,,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
August,BANGLADESH,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,6.6,57.0,
,GREENLAND,Northwest Atlantic Ocean,Landslide,Probable Tsunami,,,
July,ICELAND,Northeast Atlantic Ocean,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
January,CUBA,Caribbean Sea,Earthquake,Definite Tsunami,7.7,10.0,
August,JAPAN,Japan,Earthquake,Definite Tsunami,6.0,10.0,
May,JAPAN,Japan,Earthquake,Definite Tsunami,6.2,33.0,
March,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.5,57.0,
June,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.0,,
November,GREECE,Mediterranean Sea,Earthquake and Landslide,Probable Tsunami,7.2,15.0,
May,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.6,17.0,
May,INDONESIA,Indian Ocean (including west coast of Australia),Volcano and Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
